State,LGA,Ward (GRID3),Ward (OCHA/COD),Ward spans multiple LGAs (Y/N),Other LGA(s) sharing this ward,Partners covering this LGA-ward portion,Non-IDP clusters,IDP clusters,Total target HHs (primary),Accessible status,Status source,Reporting partner(s),Reported by,Reason category,Reason notes,Date reported by partner,Last reported date,% target achieved so far (as reported)
Kebbi,Fakai,Senchi,,Yes,Zuru,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Gulbin Kuka,,No,,FACT,1,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Isgogo Dago,,Yes,Zuru,FACT,1,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Birnin Tudu,,No,,FACT,1,0,4,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Fakku,,No,,FACT,2,0,2,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Gwanfi Kele,,Yes,Wasagu/Danko,FACT,1,0,2,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Atuwo,,Yes,Shanga,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Bajida,,No,,FACT,1,0,0,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Fakai,Dabai Seme,,Yes,Zuru,FACT,1,0,0,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Gwandu,Dodoru,,No,,Solidarités,4,0,13,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Gwandu,Gulmare,,No,,Solidarités,4,0,12,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Gwandu,Malisa,,No,,Solidarités,3,0,12,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Gwandu,Masama,,No,,Solidarités,2,0,12,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Gwandu,Kambaza,,No,,Solidarités,2,0,10,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Gwandu,Cheberu,,No,,Solidarités,2,0,8,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Gwandu,Maruda,,No,,Solidarités,2,0,8,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Gwandu,Dalijan,,No,,Solidarités,1,0,6,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Gwandu,Faga Alasan,,No,,Solidarités,1,0,6,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Gwandu,Gwandu D Galadima,,No,,Solidarités,2,0,6,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Gwandu,Gwandu Marafa,,No,,Solidarités,1,0,6,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Gwandu,Barkeji-Nabaguda,,No,,Solidarités,1,0,3,Accessible,confirmed_by_partner_report (blank row - not flagged),,Partner,,,,,
Kebbi,Jega,Jega Magaji B,,Yes,Aleiro,FACT,3,0,24,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Jega,Magaji A,,No,,FACT,2,0,18,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Jega,Jandutsi Birnin Malam,,No,,FACT,2,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Jega,Gindi Nassarawa Kyarmi Galbi,,No,,FACT,3,0,11,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Jega,Dangamaji,,No,,FACT,2,0,7,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Jega,Firchin,,No,,FACT,3,0,7,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Jega,Alelu,,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2024,2024-08-24,
Kebbi,Jega,Jega Kokani,,No,,FACT,3,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Jega,Katanga Fagada,,No,,FACT,1,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,Can not confirm where this fall under ,2026-04-09 00:00:00,2026-04-09,
Kebbi,Jega,Kimba,,No,,FACT,1,0,5,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Jega,Maiyama,,Yes,Maiyama,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,this is a ward under Maiyama LGA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Jega,Sabon Birni,,Yes,Bunza,FACT,1,0,0,Inaccessible,confirmed_by_partner_report,FACT,Partner,Other,This is a ward under Bunza LGA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Kalgo,Kalgo,,No,,FACT,2,0,30,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Kalgo,Diggi,,No,,FACT,3,0,19,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Kalgo,Etene,,No,,FACT,2,0,12,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Kalgo,Dangoma Gayi,,No,,FACT,3,0,10,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Kalgo,Hirishi-Magarza,,No,,FACT,2,0,10,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,In progress,24/08/2026,2026-08-24,
Kebbi,Kalgo,Kuka,,Yes,Arewa-Dandi,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Kalgo,Mutubari,,No,,FACT,2,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Kalgo,Nayelwa,,No,,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Kalgo,Wurogauri,,No,,FACT,2,0,2,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Kalgo,Zuguru,,No,,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Koko/Besse,Ilela Sabon Gari,,Yes,Shanga,CRS,4,0,23,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Koko/Besse,Koko Firchin,,No,,CRS,4,0,21,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Koko/Besse,Lani Shiba,,No,,CRS,2,0,12,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Koko/Besse,Besse,,No,,CRS,2,0,11,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Koko/Besse,Koko Magaji,,No,,CRS,1,0,10,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Koko/Besse,Dutsin Mari Dul Meru,,Yes,Shanga,CRS,2,0,8,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Koko/Besse,Damba Bakoshi,,No,,CRS,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Koko/Besse,Takware,,Yes,Shanga,CRS,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Koko/Besse,Zaria Amiru,,No,,CRS,2,0,5,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Maiyama,Mungadi,,No,,FACT,3,0,15,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Maiyama,Karaye,,No,,FACT,2,0,12,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Maiyama,Kawara,,Yes,Shanga,FACT,3,0,12,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Maiyama,Liba,,No,,FACT,2,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Bandit incursion,24/08/2026,2026-08-24,
Kebbi,Maiyama,Sambawa Mayalo,,No,,FACT,2,0,12,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Maiyama,Gidiga,,No,,FACT,2,0,11,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Maiyama,Sarandosa,,No,,FACT,2,0,11,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Maiyama,Andarai,,No,,FACT,2,0,7,Inaccessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Maiyama,Gubunkure,,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,2026-04-09 00:00:00,2026-04-09,
Kebbi,Maiyama,Maiyama,,Yes,Jega,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,Completed,24/08/2026,2026-08-24,
Kebbi,Maiyama,Raha-Makeri,,Yes,Bunza,FACT,1,0,3,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Maiyama,Giwatazo,,No,,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,To be collected,2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Kambuwa,,No,,FACT,7,0,41,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Garin Baka,,No,,FACT,4,0,19,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Makawa,,No,,FACT,4,0,13,Accessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Gafara,,No,,FACT,3,0,11,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Ngaski,,No,,FACT,3,0,10,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Birnin Yauri,,No,,FACT,3,0,8,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Wara,,No,,FACT,1,0,8,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Kwakwaran,,No,,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Sakace,,Yes,Shanga,FACT,1,0,6,Accessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Utono,,No,,FACT,1,0,5,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Libata,,No,,FACT,1,0,4,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Ngaski,Chulu Gumbi,,Yes,Yauri,FACT,1,0,1,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Sakaba,Janbirni,,No,,FACT,4,0,22,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Sakaba,Doka Bere,,No,,FACT,4,0,15,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Sakaba,Sakaba,,No,,FACT,2,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Sakaba,Makuku,,No,,FACT,4,0,11,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Sakaba,Fada,,No,,FACT,3,0,10,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Sakaba,Maburya,,No,,FACT,2,0,7,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Sakaba,Dankolo,,Yes,Wasagu/Danko,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Sakaba,Gelwasa,,No,,FACT,2,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Sakaba,Adai,,No,,FACT,2,0,4,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Sakaba,Maza Maza,,Yes,Wasagu/Danko,FACT,2,0,4,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditary activities ,2026-04-09 00:00:00,2026-04-09,
Kebbi,Sakaba,Tudun Kuka,,No,,FACT,1,0,3,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditary activities ,2026-04-09 00:00:00,2026-04-09,
Kebbi,Sakaba,Kanya,,Yes,Wasagu/Danko,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditry activities,24/08/2026,2026-08-24,
Kebbi,Sakaba,Ribah Machika,,Yes,Wasagu/Danko,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditary activities ,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Shanga,,No,,FACT,10,0,50,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Atuwo,,Yes,Fakai,FACT,3,0,18,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,Banditary activities ,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Kawara,,Yes,Maiyama,FACT,3,0,17,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Dugu Tsoho,,No,,FACT,2,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Gebbe,,No,,FACT,2,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Sakace,,Yes,Ngaski,FACT,2,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Takware,,Yes,Koko/Besse,FACT,3,0,12,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Rafin Kirya,,No,,FACT,2,0,11,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Sawashi,,No,,FACT,3,0,10,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Yar Besse,,No,,FACT,3,0,9,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Dukku,,No,,FACT,1,0,3,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Dutsin Mari Dul Meru,,Yes,Koko/Besse,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Ilela Sabon Gari,,Yes,Koko/Besse,FACT,1,0,1,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Shanga,Lafagu Gante,,Yes,Bagudo,FACT,1,0,0,Inaccessible,confirmed_by_partner_report,FACT,Partner,flooding,Flooding has disrupted access to the community,2026-04-09 00:00:00,2026-04-09,
Kebbi,Suru,Suru,,No,,CARE,4,0,24,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Suru,Dakin Gari,,No,,CARE,2,0,21,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Suru,Kwaifa,,No,,CARE,2,0,12,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Suru,Bakuwai,,No,,CARE,2,0,9,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Suru,Bandan,,No,,CARE,2,0,9,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Suru,Aljannare,,Yes,Dandi,CARE,2,0,8,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Suru,Barbarejo,,No,,CARE,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Suru,Ginga,,No,,CARE,1,0,6,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Suru,Illo Sabon Gari,,Yes,Bagudo,CARE,1,0,4,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Suru,Dandiya Shema,,No,,CARE,1,0,2,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Suru,Bunza Dangaladima,,Yes,Bunza,CARE,1,0,1,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Suru,Giro,,No,,CARE,1,0,0,Accessible,default_unreported,,Not yet reported,,,,,
Kebbi,Wasagu/Danko,Wasagu,,No,,FACT,3,0,18,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Wasagu/Danko,Gwanfi Kele,,Yes,Fakai,FACT,3,0,17,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Wasagu/Danko,Waje,,No,,FACT,2,0,12,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Wasagu/Danko,Ribah Machika,,Yes,Sakaba,FACT,2,0,7,Accessible,confirmed_by_partner_report,FACT,Partner,N/A - fully accessible,NA,2026-04-09 00:00:00,2026-04-09,
Kebbi,Wasagu/Danko,Bena,,No,,FACT,2,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Wasagu/Danko,Dan Umaru Mairairai,,No,,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
Kebbi,Wasagu/Danko,Kanya,,Yes,Sakaba,FACT,1,0,6,Inaccessible,confirmed_by_partner_report,FACT,Partner,Insecurity / conflict,"Reported 2026-09-03: persistent banditry and Lakurawa activity (FACT subcontracted partner report, Kebbi).",2026-04-09 00:00:00,2026-04-09,
